,Arene_name,Arene_smi,Radical_name,Radical_smi,Product_name,Product_smi,rxn,Output,React_sites_Ar_R,Prod_sites,Divider,Ar_n,SMILES_Ar,Radical_n,SMILES_R,ArR_n,SMILES_ArR,R_Ar_n,DG_TS
769,Arene_51,CC(C)(C)c1ccccn1,Radical_3,C[C](F)F,Product-Ar51-R3-P769,CC(C)(C)c1ccc(C(C)(F)F)cn1,CC(C)(C)c1ccccn1.C[C](F)F>>CC(C)(C)c1ccc(C(C)(F)F)cn1,15.3,"((7,), (1,))","((7,), (8,))",,G1t,CC(C)(C)c1ccccn1,CFM, C[C](F)F,CFM-G1t-4, CC(C)(C)c1ccc(C(F)(F)C)cn1,CFM-G1t,15.3
770,Arene_51,CC(C)(C)c1ccccn1,Radical_3,C[C](F)F,Product-Ar51-R3-P770,CC(C)(C)c1cccc(C(C)(F)F)n1,CC(C)(C)c1ccccn1.C[C](F)F>>CC(C)(C)c1cccc(C(C)(F)F)n1,14.2,"((8,), (1,))","((8,), (9,))",,G1t,CC(C)(C)c1ccccn1,CFM, C[C](F)F,CFM-G1t-5, CC(C)(C)c1cccc(C(F)(F)C)n1,CFM-G1t,14.2
771,Arene_52,FC(F)(F)c1cccnc1,Radical_3,C[C](F)F,Product-Ar52-R3-P771,CC(F)(F)c1ncccc1C(F)(F)F,FC(F)(F)c1cccnc1.C[C](F)F>>CC(F)(F)c1ncccc1C(F)(F)F,14.6,"((9,), (1,))","((4,), (1,))",,G2b,FC(F)(F)c1cccnc1,CFM, C[C](F)F,CFM-G2b-1, CC(F)(F)c1ncccc1C(F)(F)F,CFM-G2b,14.6
772,Arene_52,FC(F)(F)c1cccnc1,Radical_3,C[C](F)F,Product-Ar52-R3-P772,CC(F)(F)c1ccncc1C(F)(F)F,FC(F)(F)c1cccnc1.C[C](F)F>>CC(F)(F)c1ccncc1C(F)(F)F,14.9,"((5,), (1,))","((4,), (1,))",,G2b,FC(F)(F)c1cccnc1,CFM, C[C](F)F,CFM-G2b-3, CC(F)(F)c1ccncc1C(F)(F)F,CFM-G2b,14.9
773,Arene_52,FC(F)(F)c1cccnc1,Radical_3,C[C](F)F,Product-Ar52-R3-P773,CC(F)(F)c1cncc(C(F)(F)F)c1,FC(F)(F)c1cccnc1.C[C](F)F>>CC(F)(F)c1cncc(C(F)(F)F)c1,15.4,"((6,), (1,))","((4,), (1,))",,G2b,FC(F)(F)c1cccnc1,CFM, C[C](F)F,CFM-G2b-4, CC(F)(F)c1cncc(C(F)(F)F)c1,CFM-G2b,15.4
774,Arene_52,FC(F)(F)c1cccnc1,Radical_3,C[C](F)F,Product-Ar52-R3-P774,CC(F)(F)c1ccc(C(F)(F)F)cn1,FC(F)(F)c1cccnc1.C[C](F)F>>CC(F)(F)c1ccc(C(F)(F)F)cn1,13.8,"((7,), (1,))","((4,), (1,))",,G2b,FC(F)(F)c1cccnc1,CFM, C[C](F)F,CFM-G2b-5, CC(F)(F)c1ccc(C(F)(F)F)cn1,CFM-G2b,13.8
775,Arene_53,FC(F)(F)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar53-R3-P775,CC(F)(F)c1[nH+]cccc1C(F)(F)F,FC(F)(F)c1ccc[nH+]c1.C[C](F)F>>CC(F)(F)c1[nH+]cccc1C(F)(F)F,11.7,"((9,), (1,))","((4,), (1,))",,G2bH,FC(F)(F)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2bH-1, CC(F)(F)c1[nH+]cccc1C(F)(F)F,CFM-G2bH,11.7
776,Arene_53,FC(F)(F)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar53-R3-P776,CC(F)(F)c1cc[nH+]cc1C(F)(F)F,FC(F)(F)c1ccc[nH+]c1.C[C](F)F>>CC(F)(F)c1cc[nH+]cc1C(F)(F)F,10.7,"((5,), (1,))","((4,), (1,))",,G2bH,FC(F)(F)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2bH-3, CC(F)(F)c1cc[nH+]cc1C(F)(F)F,CFM-G2bH,10.7
777,Arene_53,FC(F)(F)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar53-R3-P777,CC(F)(F)c1c[nH+]cc(C(F)(F)F)c1,FC(F)(F)c1ccc[nH+]c1.C[C](F)F>>CC(F)(F)c1c[nH+]cc(C(F)(F)F)c1,14.4,"((6,), (1,))","((4,), (1,))",,G2bH,FC(F)(F)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2bH-4, CC(F)(F)c1c[nH+]cc(C(F)(F)F)c1,CFM-G2bH,14.4
778,Arene_53,FC(F)(F)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar53-R3-P778,CC(F)(F)c1ccc(C(F)(F)F)c[nH+]1,FC(F)(F)c1ccc[nH+]c1.C[C](F)F>>CC(F)(F)c1ccc(C(F)(F)F)c[nH+]1,10.4,"((7,), (1,))","((4,), (1,))",,G2bH,FC(F)(F)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2bH-5, CC(F)(F)c1ccc(C(F)(F)F)c[nH+]1,CFM-G2bH,10.4
779,Arene_54,CC(C)(C)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar54-R3-P779,CC(C)(C)c1ccc[nH+]c1C(C)(F)F,CC(C)(C)c1ccc[nH+]c1.C[C](F)F>>CC(C)(C)c1ccc[nH+]c1C(C)(F)F,13.2,"((9,), (1,))","((9,), (10,))",,G2tH,CC(C)(C)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2tH-1, CC(C)(C)c1ccc[nH+]c1C(F)(F)C,CFM-G2tH,13.2
780,Arene_54,CC(C)(C)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar54-R3-P780,CC(C)(C)c1c[nH+]ccc1C(C)(F)F,CC(C)(C)c1ccc[nH+]c1.C[C](F)F>>CC(C)(C)c1c[nH+]ccc1C(C)(F)F,13,"((5,), (1,))","((9,), (10,))",,G2tH,CC(C)(C)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2tH-3, CC(C)(C)c1c[nH+]ccc1C(F)(F)C,CFM-G2tH,13
781,Arene_54,CC(C)(C)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar54-R3-P781,CC(C)(C)c1c[nH+]cc(C(C)(F)F)c1,CC(C)(C)c1ccc[nH+]c1.C[C](F)F>>CC(C)(C)c1c[nH+]cc(C(C)(F)F)c1,15.5,"((6,), (1,))","((8,), (9,))",,G2tH,CC(C)(C)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2tH-4, CC(C)(C)c1c[nH+]cc(C(F)(F)C)c1,CFM-G2tH,15.5
782,Arene_54,CC(C)(C)c1ccc[nH+]c1,Radical_3,C[C](F)F,Product-Ar54-R3-P782,CC(C)(C)c1ccc(C(C)(F)F)[nH+]c1,CC(C)(C)c1ccc[nH+]c1.C[C](F)F>>CC(C)(C)c1ccc(C(C)(F)F)[nH+]c1,11.6,"((7,), (1,))","((7,), (8,))",,G2tH,CC(C)(C)c1ccc[nH+]c1,CFM, C[C](F)F,CFM-G2tH-5, CC(C)(C)c1ccc(C(F)(F)C)[nH+]c1,CFM-G2tH,11.6
783,Arene_55,CC(C)(C)c1cccnc1,Radical_3,C[C](F)F,Product-Ar55-R3-P783,CC(C)(C)c1cccnc1C(C)(F)F,CC(C)(C)c1cccnc1.C[C](F)F>>CC(C)(C)c1cccnc1C(C)(F)F,15.8,"((9,), (1,))","((9,), (10,))",,G2t,CC(C)(C)c1cccnc1,CFM, C[C](F)F,CFM-G2t-1, CC(C)(C)c1cccnc1C(F)(F)C,CFM-G2t,15.8
784,Arene_55,CC(C)(C)c1cccnc1,Radical_3,C[C](F)F,Product-Ar55-R3-P784,CC(C)(C)c1cnccc1C(C)(F)F,CC(C)(C)c1cccnc1.C[C](F)F>>CC(C)(C)c1cnccc1C(C)(F)F,15.6,"((5,), (1,))","((9,), (10,))",,G2t,CC(C)(C)c1cccnc1,CFM, C[C](F)F,CFM-G2t-3, CC(C)(C)c1cnccc1C(F)(F)C,CFM-G2t,15.6
785,Arene_55,CC(C)(C)c1cccnc1,Radical_3,C[C](F)F,Product-Ar55-R3-P785,CC(C)(C)c1cncc(C(C)(F)F)c1,CC(C)(C)c1cccnc1.C[C](F)F>>CC(C)(C)c1cncc(C(C)(F)F)c1,14.8,"((6,), (1,))","((8,), (9,))",,G2t,CC(C)(C)c1cccnc1,CFM, C[C](F)F,CFM-G2t-4, CC(C)(C)c1cncc(C(F)(F)C)c1,CFM-G2t,14.8
786,Arene_55,CC(C)(C)c1cccnc1,Radical_3,C[C](F)F,Product-Ar55-R3-P786,CC(C)(C)c1ccc(C(C)(F)F)nc1,CC(C)(C)c1cccnc1.C[C](F)F>>CC(C)(C)c1ccc(C(C)(F)F)nc1,14.4,"((7,), (1,))","((7,), (8,))",,G2t,CC(C)(C)c1cccnc1,CFM, C[C](F)F,CFM-G2t-5, CC(C)(C)c1ccc(C(F)(F)C)nc1,CFM-G2t,14.4
787,Arene_56,FC(F)(F)c1ccncc1,Radical_3,C[C](F)F,Product-Ar56-R3-P787,CC(F)(F)c1cc(C(F)(F)F)ccn1,FC(F)(F)c1ccncc1.C[C](F)F>>CC(F)(F)c1cc(C(F)(F)F)ccn1,14.4,"((6,), (1,))","((4,), (1,))",,G3b,FC(F)(F)c1ccncc1,CFM, C[C](F)F,CFM-G3b-1, CC(F)(F)c1cc(C(F)(F)F)ccn1,CFM-G3b,14.4
788,Arene_56,FC(F)(F)c1ccncc1,Radical_3,C[C](F)F,Product-Ar56-R3-P788,CC(F)(F)c1cnccc1C(F)(F)F,FC(F)(F)c1ccncc1.C[C](F)F>>CC(F)(F)c1cnccc1C(F)(F)F,15,"((9,), (1,))","((4,), (1,))",,G3b,FC(F)(F)c1ccncc1,CFM, C[C](F)F,CFM-G3b-2, CC(F)(F)c1cnccc1C(F)(F)F,CFM-G3b,15
789,Arene_57,FC(F)(F)c1cc[nH+]cc1,Radical_3,C[C](F)F,Product-Ar57-R3-P789,CC(F)(F)c1cc(C(F)(F)F)cc[nH+]1,FC(F)(F)c1cc[nH+]cc1.C[C](F)F>>CC(F)(F)c1cc(C(F)(F)F)cc[nH+]1,10.5,"((6,), (1,))","((4,), (1,))",,G3bH,FC(F)(F)c1cc[nH+]cc1,CFM, C[C](F)F,CFM-G3bH-1, CC(F)(F)c1cc(C(F)(F)F)cc[nH+]1,CFM-G3bH,10.5
790,Arene_57,FC(F)(F)c1cc[nH+]cc1,Radical_3,C[C](F)F,Product-Ar57-R3-P790,CC(F)(F)c1c[nH+]ccc1C(F)(F)F,FC(F)(F)c1cc[nH+]cc1.C[C](F)F>>CC(F)(F)c1c[nH+]ccc1C(F)(F)F,14,"((9,), (1,))","((4,), (1,))",,G3bH,FC(F)(F)c1cc[nH+]cc1,CFM, C[C](F)F,CFM-G3bH-2, CC(F)(F)c1c[nH+]ccc1C(F)(F)F,CFM-G3bH,14
791,Arene_58,CC(C)(C)c1cc[nH+]cc1,Radical_3,C[C](F)F,Product-Ar58-R3-P791,CC(C)(C)c1cc[nH+]c(C(C)(F)F)c1,CC(C)(C)c1cc[nH+]cc1.C[C](F)F>>CC(C)(C)c1cc[nH+]c(C(C)(F)F)c1,11.9,"((6,), (1,))","((8,), (9,))",,G3tH,CC(C)(C)c1cc[nH+]cc1,CFM, C[C](F)F,CFM-G3tH-1, CC(C)(C)c1cc[nH+]c(C(F)(F)C)c1,CFM-G3tH,11.9
792,Arene_58,CC(C)(C)c1cc[nH+]cc1,Radical_3,C[C](F)F,Product-Ar58-R3-P792,CC(C)(C)c1cc[nH+]cc1C(C)(F)F,CC(C)(C)c1cc[nH+]cc1.C[C](F)F>>CC(C)(C)c1cc[nH+]cc1C(C)(F)F,16.2,"((9,), (1,))","((9,), (10,))",,G3tH,CC(C)(C)c1cc[nH+]cc1,CFM, C[C](F)F,CFM-G3tH-2, CC(C)(C)c1cc[nH+]cc1C(F)(F)C,CFM-G3tH,16.2
793,Arene_59,CC(C)(C)c1ccncc1,Radical_3,C[C](F)F,Product-Ar59-R3-P793,CC(C)(C)c1ccnc(C(C)(F)F)c1,CC(C)(C)c1ccncc1.C[C](F)F>>CC(C)(C)c1ccnc(C(C)(F)F)c1,14.1,"((6,), (1,))","((8,), (9,))",,G3t,CC(C)(C)c1ccncc1,CFM, C[C](F)F,CFM-G3t-1, CC(C)(C)c1ccnc(C(F)(F)C)c1,CFM-G3t,14.1
794,Arene_59,CC(C)(C)c1ccncc1,Radical_3,C[C](F)F,Product-Ar59-R3-P794,CC(C)(C)c1ccncc1C(C)(F)F,CC(C)(C)c1ccncc1.C[C](F)F>>CC(C)(C)c1ccncc1C(C)(F)F,16.2,"((9,), (1,))","((9,), (10,))",,G3t,CC(C)(C)c1ccncc1,CFM, C[C](F)F,CFM-G3t-2, CC(C)(C)c1ccncc1C(F)(F)C,CFM-G3t,16.2
795,Arene_60,FC(F)(F)c1cnccn1,Radical_3,C[C](F)F,Product-Ar60-R3-P795,CC(F)(F)c1nccnc1C(F)(F)F,FC(F)(F)c1cnccn1.C[C](F)F>>CC(F)(F)c1nccnc1C(F)(F)F,13.5,"((5,), (1,))","((4,), (1,))",,H01b,FC(F)(F)c1cnccn1,CFM, C[C](F)F,CFM-H01b-1, CC(F)(F)c1nccnc1C(F)(F)F,CFM-H01b,13.5
796,Arene_60,FC(F)(F)c1cnccn1,Radical_3,C[C](F)F,Product-Ar60-R3-P796,CC(F)(F)c1cnc(C(F)(F)F)cn1,FC(F)(F)c1cnccn1.C[C](F)F>>CC(F)(F)c1cnc(C(F)(F)F)cn1,12,"((7,), (1,))","((4,), (1,))",,H01b,FC(F)(F)c1cnccn1,CFM, C[C](F)F,CFM-H01b-3, CC(F)(F)c1cnc(C(F)(F)F)cn1,CFM-H01b,12
797,Arene_60,FC(F)(F)c1cnccn1,Radical_3,C[C](F)F,Product-Ar60-R3-P797,CC(F)(F)c1cncc(C(F)(F)F)n1,FC(F)(F)c1cnccn1.C[C](F)F>>CC(F)(F)c1cncc(C(F)(F)F)n1,12.5,"((8,), (1,))","((4,), (1,))",,H01b,FC(F)(F)c1cnccn1,CFM, C[C](F)F,CFM-H01b-4, CC(F)(F)c1cncc(C(F)(F)F)n1,CFM-H01b,12.5
798,Arene_61,FC(F)(F)c1c[nH+]ccn1,Radical_3,C[C](F)F,Product-Ar61-R3-P798,CC(F)(F)c1[nH+]ccnc1C(F)(F)F,FC(F)(F)c1c[nH+]ccn1.C[C](F)F>>CC(F)(F)c1[nH+]ccnc1C(F)(F)F,16.9,"((5,), (1,))","((4,), (1,))",,H01bH,FC(F)(F)c1c[nH+]ccn1,CFM, C[C](F)F,CFM-H01bH-1, CC(F)(F)c1[nH+]ccnc1C(F)(F)F,CFM-H01bH,16.9
799,Arene_61,FC(F)(F)c1c[nH+]ccn1,Radical_3,C[C](F)F,Product-Ar61-R3-P799,CC(F)(F)c1cnc(C(F)(F)F)c[nH+]1,FC(F)(F)c1c[nH+]ccn1.C[C](F)F>>CC(F)(F)c1cnc(C(F)(F)F)c[nH+]1,7.2,"((7,), (1,))","((4,), (1,))",,H01bH,FC(F)(F)c1c[nH+]ccn1,CFM, C[C](F)F,CFM-H01bH-3, CC(F)(F)c1cnc(C(F)(F)F)c[nH+]1,CFM-H01bH,7.2
800,Arene_61,FC(F)(F)c1c[nH+]ccn1,Radical_3,C[C](F)F,Product-Ar61-R3-P800,CC(F)(F)c1c[nH+]cc(C(F)(F)F)n1,FC(F)(F)c1c[nH+]ccn1.C[C](F)F>>CC(F)(F)c1c[nH+]cc(C(F)(F)F)n1,10.5,"((8,), (1,))","((4,), (1,))",,H01bH,FC(F)(F)c1c[nH+]ccn1,CFM, C[C](F)F,CFM-H01bH-4, CC(F)(F)c1c[nH+]cc(C(F)(F)F)n1,CFM-H01bH,10.5
801,Arene_62,CC(C)(C)c1cncc[nH+]1,Radical_3,C[C](F)F,Product-Ar62-R3-P801,CC(C)(C)c1[nH+]ccnc1C(C)(F)F,CC(C)(C)c1cncc[nH+]1.C[C](F)F>>CC(C)(C)c1[nH+]ccnc1C(C)(F)F,14.1,"((5,), (1,))","((9,), (10,))",,H01tH,CC(C)(C)c1cncc[nH+]1,CFM, C[C](F)F,CFM-H01tH-1, CC(C)(C)c1[nH+]ccnc1C(F)(F)C,CFM-H01tH,14.1
802,Arene_62,CC(C)(C)c1cncc[nH+]1,Radical_3,C[C](F)F,Product-Ar62-R3-P802,CC(C)(C)c1cnc(C(C)(F)F)c[nH+]1,CC(C)(C)c1cncc[nH+]1.C[C](F)F>>CC(C)(C)c1cnc(C(C)(F)F)c[nH+]1,11.3,"((7,), (1,))","((7,), (8,))",,H01tH,CC(C)(C)c1cncc[nH+]1,CFM, C[C](F)F,CFM-H01tH-3, CC(C)(C)c1cnc(C(F)(F)C)c[nH+]1,CFM-H01tH,11.3
803,Arene_62,CC(C)(C)c1cncc[nH+]1,Radical_3,C[C](F)F,Product-Ar62-R3-P803,CC(C)(C)c1cncc(C(C)(F)F)[nH+]1,CC(C)(C)c1cncc[nH+]1.C[C](F)F>>CC(C)(C)c1cncc(C(C)(F)F)[nH+]1,9.9,"((8,), (1,))","((8,), (9,))",,H01tH,CC(C)(C)c1cncc[nH+]1,CFM, C[C](F)F,CFM-H01tH-4, CC(C)(C)c1cncc(C(F)(F)C)[nH+]1,CFM-H01tH,9.9
804,Arene_63,CC(C)(C)c1cnccn1,Radical_3,C[C](F)F,Product-Ar63-R3-P804,CC(C)(C)c1nccnc1C(C)(F)F,CC(C)(C)c1cnccn1.C[C](F)F>>CC(C)(C)c1nccnc1C(C)(F)F,14.9,"((5,), (1,))","((9,), (10,))",,H01t,CC(C)(C)c1cnccn1,CFM, C[C](F)F,CFM-H01t-1, CC(C)(C)c1nccnc1C(F)(F)C,CFM-H01t,14.9
805,Arene_63,CC(C)(C)c1cnccn1,Radical_3,C[C](F)F,Product-Ar63-R3-P805,CC(C)(C)c1cnc(C(C)(F)F)cn1,CC(C)(C)c1cnccn1.C[C](F)F>>CC(C)(C)c1cnc(C(C)(F)F)cn1,13.7,"((7,), (1,))","((7,), (8,))",,H01t,CC(C)(C)c1cnccn1,CFM, C[C](F)F,CFM-H01t-3, CC(C)(C)c1cnc(C(F)(F)C)cn1,CFM-H01t,13.7
806,Arene_63,CC(C)(C)c1cnccn1,Radical_3,C[C](F)F,Product-Ar63-R3-P806,CC(C)(C)c1cncc(C(C)(F)F)n1,CC(C)(C)c1cnccn1.C[C](F)F>>CC(C)(C)c1cncc(C(C)(F)F)n1,13.2,"((8,), (1,))","((8,), (9,))",,H01t,CC(C)(C)c1cnccn1,CFM, C[C](F)F,CFM-H01t-4, CC(C)(C)c1cncc(C(F)(F)C)n1,CFM-H01t,13.2
807,Arene_64,FC(F)(F)c1[nH+]ccs1,Radical_3,C[C](F)F,Product-Ar64-R3-P807,CC(F)(F)c1csc(C(F)(F)F)[nH+]1,FC(F)(F)c1[nH+]ccs1.C[C](F)F>>CC(F)(F)c1csc(C(F)(F)F)[nH+]1,15.5,"((6,), (1,))","((4,), (1,))",,HFa2b,FC(F)(F)c1[nH+]ccs1,CFM, C[C](F)F,CFM-HFa2b-4, CC(F)(F)c1csc(C(F)(F)F)[nH+]1,CFM-HFa2b,15.5
808,Arene_64,FC(F)(F)c1[nH+]ccs1,Radical_3,C[C](F)F,Product-Ar64-R3-P808,CC(F)(F)c1c[nH+]c(C(F)(F)F)s1,FC(F)(F)c1[nH+]ccs1.C[C](F)F>>CC(F)(F)c1c[nH+]c(C(F)(F)F)s1,12.8,"((7,), (1,))","((4,), (1,))",,HFa2b,FC(F)(F)c1[nH+]ccs1,CFM, C[C](F)F,CFM-HFa2b-5, CC(F)(F)c1c[nH+]c(C(F)(F)F)s1,CFM-HFa2b,12.8
809,Arene_65,CC(C)(C)c1[nH+]ccs1,Radical_3,C[C](F)F,Product-Ar65-R3-P809,CC(C)(C)c1[nH+]c(C(C)(F)F)cs1,CC(C)(C)c1[nH+]ccs1.C[C](F)F>>CC(C)(C)c1[nH+]c(C(C)(F)F)cs1,15.1,"((6,), (1,))","((6,), (7,))",,HFa2t,CC(C)(C)c1[nH+]ccs1,CFM, C[C](F)F,CFM-HFa2t-4, CC(C)(C)c1[nH+]c(C(F)(F)C)cs1,CFM-HFa2t,15.1
810,Arene_65,CC(C)(C)c1[nH+]ccs1,Radical_3,C[C](F)F,Product-Ar65-R3-P810,CC(C)(C)c1[nH+]cc(C(C)(F)F)s1,CC(C)(C)c1[nH+]ccs1.C[C](F)F>>CC(C)(C)c1[nH+]cc(C(C)(F)F)s1,14.1,"((7,), (1,))","((7,), (8,))",,HFa2t,CC(C)(C)c1[nH+]ccs1,CFM, C[C](F)F,CFM-HFa2t-5, CC(C)(C)c1[nH+]cc(C(F)(F)C)s1,CFM-HFa2t,14.1
811,Arene_66,FC(F)(F)c1csc[nH+]1,Radical_3,C[C](F)F,Product-Ar66-R3-P811,CC(F)(F)c1[nH+]c(C(F)(F)F)cs1,FC(F)(F)c1csc[nH+]1.C[C](F)F>>CC(F)(F)c1[nH+]c(C(F)(F)F)cs1,9,"((7,), (1,))","((4,), (1,))",,HFa4b,FC(F)(F)c1csc[nH+]1,CFM, C[C](F)F,CFM-HFa4b-2, CC(F)(F)c1[nH+]c(C(F)(F)F)cs1,CFM-HFa4b,9
812,Arene_66,FC(F)(F)c1csc[nH+]1,Radical_3,C[C](F)F,Product-Ar66-R3-P812,CC(F)(F)c1sc[nH+]c1C(F)(F)F,FC(F)(F)c1csc[nH+]1.C[C](F)F>>CC(F)(F)c1sc[nH+]c1C(F)(F)F,13.3,"((5,), (1,))","((4,), (1,))",,HFa4b,FC(F)(F)c1csc[nH+]1,CFM, C[C](F)F,CFM-HFa4b-5, CC(F)(F)c1sc[nH+]c1C(F)(F)F,CFM-HFa4b,13.3
813,Arene_67,CC(C)(C)c1csc[nH+]1,Radical_3,C[C](F)F,Product-Ar67-R3-P813,CC(C)(C)c1csc(C(C)(F)F)[nH+]1,CC(C)(C)c1csc[nH+]1.C[C](F)F>>CC(C)(C)c1csc(C(C)(F)F)[nH+]1,8.9,"((7,), (1,))","((7,), (8,))",,HFa4t,CC(C)(C)c1csc[nH+]1,CFM, C[C](F)F,CFM-HFa4t-2, CC(C)(C)c1csc(C(F)(F)C)[nH+]1,CFM-HFa4t,8.9
814,Arene_67,CC(C)(C)c1csc[nH+]1,Radical_3,C[C](F)F,Product-Ar67-R3-P814,CC(C)(C)c1[nH+]csc1C(C)(F)F,CC(C)(C)c1csc[nH+]1.C[C](F)F>>CC(C)(C)c1[nH+]csc1C(C)(F)F,14.7,"((5,), (1,))","((8,), (9,))",,HFa4t,CC(C)(C)c1csc[nH+]1,CFM, C[C](F)F,CFM-HFa4t-5, CC(C)(C)c1[nH+]csc1C(F)(F)C,CFM-HFa4t,14.7
815,Arene_68,FC(F)(F)c1c[nH+]cs1,Radical_3,C[C](F)F,Product-Ar68-R3-P815,CC(F)(F)c1[nH+]cc(C(F)(F)F)s1,FC(F)(F)c1c[nH+]cs1.C[C](F)F>>CC(F)(F)c1[nH+]cc(C(F)(F)F)s1,8,"((7,), (1,))","((4,), (1,))",,HFa5b,FC(F)(F)c1c[nH+]cs1,CFM, C[C](F)F,CFM-HFa5b-2, CC(F)(F)c1[nH+]cc(C(F)(F)F)s1,CFM-HFa5b,8
816,Arene_68,FC(F)(F)c1c[nH+]cs1,Radical_3,C[C](F)F,Product-Ar68-R3-P816,CC(F)(F)c1[nH+]csc1C(F)(F)F,FC(F)(F)c1c[nH+]cs1.C[C](F)F>>CC(F)(F)c1[nH+]csc1C(F)(F)F,12.9,"((5,), (1,))","((4,), (1,))",,HFa5b,FC(F)(F)c1c[nH+]cs1,CFM, C[C](F)F,CFM-HFa5b-4, CC(F)(F)c1[nH+]csc1C(F)(F)F,CFM-HFa5b,12.9
817,Arene_69,CC(C)(C)c1c[nH+]cs1,Radical_3,C[C](F)F,Product-Ar69-R3-P817,CC(C)(C)c1c[nH+]c(C(C)(F)F)s1,CC(C)(C)c1c[nH+]cs1.C[C](F)F>>CC(C)(C)c1c[nH+]c(C(C)(F)F)s1,9.2,"((7,), (1,))","((7,), (8,))",,HFa5t,CC(C)(C)c1c[nH+]cs1,CFM, C[C](F)F,CFM-HFa5t-2, CC(C)(C)c1c[nH+]c(C(F)(F)C)s1,CFM-HFa5t,9.2
818,Arene_69,CC(C)(C)c1c[nH+]cs1,Radical_3,C[C](F)F,Product-Ar69-R3-P818,CC(C)(C)c1sc[nH+]c1C(C)(F)F,CC(C)(C)c1c[nH+]cs1.C[C](F)F>>CC(C)(C)c1sc[nH+]c1C(C)(F)F,16.4,"((5,), (1,))","((8,), (9,))",,HFa5t,CC(C)(C)c1c[nH+]cs1,CFM, C[C](F)F,CFM-HFa5t-4, CC(C)(C)c1sc[nH+]c1C(F)(F)C,CFM-HFa5t,16.4
819,Arene_70,FC(F)(F)c1ccs[nH+]1,Radical_3,C[C](F)F,Product-Ar70-R3-P819,CC(F)(F)c1cs[nH+]c1C(F)(F)F,FC(F)(F)c1ccs[nH+]1.C[C](F)F>>CC(F)(F)c1cs[nH+]c1C(F)(F)F,17.7,"((5,), (1,))","((4,), (1,))",,HFb3b,FC(F)(F)c1ccs[nH+]1,CFM, C[C](F)F,CFM-HFb3b-4, CC(F)(F)c1cs[nH+]c1C(F)(F)F,CFM-HFb3b,17.7
820,Arene_70,FC(F)(F)c1ccs[nH+]1,Radical_3,C[C](F)F,Product-Ar70-R3-P820,CC(F)(F)c1cc(C(F)(F)F)[nH+]s1,FC(F)(F)c1ccs[nH+]1.C[C](F)F>>CC(F)(F)c1cc(C(F)(F)F)[nH+]s1,8.6,"((6,), (1,))","((4,), (1,))",,HFb3b,FC(F)(F)c1ccs[nH+]1,CFM, C[C](F)F,CFM-HFb3b-5, CC(F)(F)c1cc(C(F)(F)F)[nH+]s1,CFM-HFb3b,8.6
821,Arene_71,CC(C)(C)c1ccs[nH+]1,Radical_3,C[C](F)F,Product-Ar71-R3-P821,CC(C)(C)c1[nH+]scc1C(C)(F)F,CC(C)(C)c1ccs[nH+]1.C[C](F)F>>CC(C)(C)c1[nH+]scc1C(C)(F)F,18.5,"((5,), (1,))","((8,), (9,))",,HFb3t,CC(C)(C)c1ccs[nH+]1,CFM, C[C](F)F,CFM-HFb3t-4, CC(C)(C)c1[nH+]scc1C(F)(F)C,CFM-HFb3t,18.5
822,Arene_71,CC(C)(C)c1ccs[nH+]1,Radical_3,C[C](F)F,Product-Ar71-R3-P822,CC(C)(C)c1cc(C(C)(F)F)s[nH+]1,CC(C)(C)c1ccs[nH+]1.C[C](F)F>>CC(C)(C)c1cc(C(C)(F)F)s[nH+]1,10.7,"((6,), (1,))","((6,), (7,))",,HFb3t,CC(C)(C)c1ccs[nH+]1,CFM, C[C](F)F,CFM-HFb3t-5, CC(C)(C)c1cc(C(F)(F)C)s[nH+]1,CFM-HFb3t,10.7
823,Arene_72,FC(F)(F)c1c[nH+]sc1,Radical_3,C[C](F)F,Product-Ar72-R3-P823,CC(F)(F)c1[nH+]scc1C(F)(F)F,FC(F)(F)c1c[nH+]sc1.C[C](F)F>>CC(F)(F)c1[nH+]scc1C(F)(F)F,9.4,"((5,), (1,))","((4,), (1,))",,HFb4b,FC(F)(F)c1c[nH+]sc1,CFM, C[C](F)F,CFM-HFb4b-3, CC(F)(F)c1[nH+]scc1C(F)(F)F,CFM-HFb4b,9.4
