,Arene_name,Arene_smi,Radical_name,Radical_smi,Product_name,Product_smi,rxn,Output,React_sites_Ar_R,Prod_sites,Divider,Ar_n,SMILES_Ar,Radical_n,SMILES_R,ArR_n,SMILES_ArR,R_Ar_n,DG_TS
2062,Arene_54,CC(C)(C)c1ccc[nH+]c1,Radical_9,[c]1ccncc1,Product-Ar54-R9-P2062,CC(C)(C)c1ccc(-c2ccncc2)[nH+]c1,CC(C)(C)c1ccc[nH+]c1.[c]1ccncc1>>CC(C)(C)c1ccc(-c2ccncc2)[nH+]c1,11.5,"((7,), (0,))","((7,), (8,))",,G2tH,CC(C)(C)c1ccc[nH+]c1,Py0, [c]1ccncc1,Py0-G2tH-5, CC(C)(C)c1ccc(c2ccncc2)[nH+]c1,Py0-G2tH,11.5
2063,Arene_55,CC(C)(C)c1cccnc1,Radical_9,[c]1ccncc1,Product-Ar55-R9-P2063,CC(C)(C)c1cccnc1-c1ccncc1,CC(C)(C)c1cccnc1.[c]1ccncc1>>CC(C)(C)c1cccnc1-c1ccncc1,12.9,"((9,), (0,))","((9,), (10,))",,G2t,CC(C)(C)c1cccnc1,Py0, [c]1ccncc1,Py0-G2t-1, CC(C)(C)c1cccnc1c2ccncc2,Py0-G2t,12.9
2064,Arene_55,CC(C)(C)c1cccnc1,Radical_9,[c]1ccncc1,Product-Ar55-R9-P2064,CC(C)(C)c1cnccc1-c1ccncc1,CC(C)(C)c1cccnc1.[c]1ccncc1>>CC(C)(C)c1cnccc1-c1ccncc1,13.7,"((5,), (0,))","((9,), (10,))",,G2t,CC(C)(C)c1cccnc1,Py0, [c]1ccncc1,Py0-G2t-3, CC(C)(C)c1cnccc1c2ccncc2,Py0-G2t,13.7
2065,Arene_55,CC(C)(C)c1cccnc1,Radical_9,[c]1ccncc1,Product-Ar55-R9-P2065,CC(C)(C)c1cncc(-c2ccncc2)c1,CC(C)(C)c1cccnc1.[c]1ccncc1>>CC(C)(C)c1cncc(-c2ccncc2)c1,13.6,"((6,), (0,))","((8,), (9,))",,G2t,CC(C)(C)c1cccnc1,Py0, [c]1ccncc1,Py0-G2t-4, CC(C)(C)c1cncc(c2ccncc2)c1,Py0-G2t,13.6
2066,Arene_55,CC(C)(C)c1cccnc1,Radical_9,[c]1ccncc1,Product-Ar55-R9-P2066,CC(C)(C)c1ccc(-c2ccncc2)nc1,CC(C)(C)c1cccnc1.[c]1ccncc1>>CC(C)(C)c1ccc(-c2ccncc2)nc1,13.9,"((7,), (0,))","((7,), (8,))",,G2t,CC(C)(C)c1cccnc1,Py0, [c]1ccncc1,Py0-G2t-5, CC(C)(C)c1ccc(c2ccncc2)nc1,Py0-G2t,13.9
2067,Arene_56,FC(F)(F)c1ccncc1,Radical_9,[c]1ccncc1,Product-Ar56-R9-P2067,FC(F)(F)c1ccnc(-c2ccncc2)c1,FC(F)(F)c1ccncc1.[c]1ccncc1>>FC(F)(F)c1ccnc(-c2ccncc2)c1,14.2,"((6,), (0,))","((8,), (9,))",,G3b,FC(F)(F)c1ccncc1,Py0, [c]1ccncc1,Py0-G3b-1, c2cnccc2c1cc(C(F)(F)F)ccn1,Py0-G3b,14.2
2068,Arene_56,FC(F)(F)c1ccncc1,Radical_9,[c]1ccncc1,Product-Ar56-R9-P2068,FC(F)(F)c1ccncc1-c1ccncc1,FC(F)(F)c1ccncc1.[c]1ccncc1>>FC(F)(F)c1ccncc1-c1ccncc1,13.6,"((9,), (0,))","((9,), (10,))",,G3b,FC(F)(F)c1ccncc1,Py0, [c]1ccncc1,Py0-G3b-2, c2cnccc2c1cnccc1C(F)(F)F,Py0-G3b,13.6
2069,Arene_57,FC(F)(F)c1cc[nH+]cc1,Radical_9,[c]1ccncc1,Product-Ar57-R9-P2069,FC(F)(F)c1cc[nH+]c(-c2ccncc2)c1,FC(F)(F)c1cc[nH+]cc1.[c]1ccncc1>>FC(F)(F)c1cc[nH+]c(-c2ccncc2)c1,10,"((6,), (0,))","((8,), (9,))",,G3bH,FC(F)(F)c1cc[nH+]cc1,Py0, [c]1ccncc1,Py0-G3bH-1, c2cnccc2c1cc(C(F)(F)F)cc[nH+]1,Py0-G3bH,10
2070,Arene_57,FC(F)(F)c1cc[nH+]cc1,Radical_9,[c]1ccncc1,Product-Ar57-R9-P2070,FC(F)(F)c1cc[nH+]cc1-c1ccncc1,FC(F)(F)c1cc[nH+]cc1.[c]1ccncc1>>FC(F)(F)c1cc[nH+]cc1-c1ccncc1,11.8,"((9,), (0,))","((9,), (10,))",,G3bH,FC(F)(F)c1cc[nH+]cc1,Py0, [c]1ccncc1,Py0-G3bH-2, c2cnccc2c1c[nH+]ccc1C(F)(F)F,Py0-G3bH,11.8
2071,Arene_58,CC(C)(C)c1cc[nH+]cc1,Radical_9,[c]1ccncc1,Product-Ar58-R9-P2071,CC(C)(C)c1cc[nH+]c(-c2ccncc2)c1,CC(C)(C)c1cc[nH+]cc1.[c]1ccncc1>>CC(C)(C)c1cc[nH+]c(-c2ccncc2)c1,11.7,"((6,), (0,))","((8,), (9,))",,G3tH,CC(C)(C)c1cc[nH+]cc1,Py0, [c]1ccncc1,Py0-G3tH-1, CC(C)(C)c1cc[nH+]c(c2ccncc2)c1,Py0-G3tH,11.7
2072,Arene_58,CC(C)(C)c1cc[nH+]cc1,Radical_9,[c]1ccncc1,Product-Ar58-R9-P2072,CC(C)(C)c1cc[nH+]cc1-c1ccncc1,CC(C)(C)c1cc[nH+]cc1.[c]1ccncc1>>CC(C)(C)c1cc[nH+]cc1-c1ccncc1,13.8,"((9,), (0,))","((9,), (10,))",,G3tH,CC(C)(C)c1cc[nH+]cc1,Py0, [c]1ccncc1,Py0-G3tH-2, CC(C)(C)c1cc[nH+]cc1c2ccncc2,Py0-G3tH,13.8
2073,Arene_59,CC(C)(C)c1ccncc1,Radical_9,[c]1ccncc1,Product-Ar59-R9-P2073,CC(C)(C)c1ccnc(-c2ccncc2)c1,CC(C)(C)c1ccncc1.[c]1ccncc1>>CC(C)(C)c1ccnc(-c2ccncc2)c1,13.8,"((6,), (0,))","((8,), (9,))",,G3t,CC(C)(C)c1ccncc1,Py0, [c]1ccncc1,Py0-G3t-1, CC(C)(C)c1ccnc(c2ccncc2)c1,Py0-G3t,13.8
2074,Arene_59,CC(C)(C)c1ccncc1,Radical_9,[c]1ccncc1,Product-Ar59-R9-P2074,CC(C)(C)c1ccncc1-c1ccncc1,CC(C)(C)c1ccncc1.[c]1ccncc1>>CC(C)(C)c1ccncc1-c1ccncc1,13.5,"((9,), (0,))","((9,), (10,))",,G3t,CC(C)(C)c1ccncc1,Py0, [c]1ccncc1,Py0-G3t-2, CC(C)(C)c1ccncc1c2ccncc2,Py0-G3t,13.5
2075,Arene_60,FC(F)(F)c1cnccn1,Radical_9,[c]1ccncc1,Product-Ar60-R9-P2075,FC(F)(F)c1nccnc1-c1ccncc1,FC(F)(F)c1cnccn1.[c]1ccncc1>>FC(F)(F)c1nccnc1-c1ccncc1,13,"((5,), (0,))","((9,), (10,))",,H01b,FC(F)(F)c1cnccn1,Py0, [c]1ccncc1,Py0-H01b-1, c2cnccc2c1nccnc1C(F)(F)F,Py0-H01b,13
2076,Arene_60,FC(F)(F)c1cnccn1,Radical_9,[c]1ccncc1,Product-Ar60-R9-P2076,FC(F)(F)c1cnc(-c2ccncc2)cn1,FC(F)(F)c1cnccn1.[c]1ccncc1>>FC(F)(F)c1cnc(-c2ccncc2)cn1,11.7,"((7,), (0,))","((7,), (8,))",,H01b,FC(F)(F)c1cnccn1,Py0, [c]1ccncc1,Py0-H01b-3, c2cnccc2c1cnc(C(F)(F)F)cn1,Py0-H01b,11.7
2077,Arene_60,FC(F)(F)c1cnccn1,Radical_9,[c]1ccncc1,Product-Ar60-R9-P2077,FC(F)(F)c1cncc(-c2ccncc2)n1,FC(F)(F)c1cnccn1.[c]1ccncc1>>FC(F)(F)c1cncc(-c2ccncc2)n1,11.9,"((8,), (0,))","((8,), (9,))",,H01b,FC(F)(F)c1cnccn1,Py0, [c]1ccncc1,Py0-H01b-4, c2cnccc2c1cncc(C(F)(F)F)n1,Py0-H01b,11.9
2078,Arene_61,FC(F)(F)c1c[nH+]ccn1,Radical_9,[c]1ccncc1,Product-Ar61-R9-P2078,FC(F)(F)c1ncc[nH+]c1-c1ccncc1,FC(F)(F)c1c[nH+]ccn1.[c]1ccncc1>>FC(F)(F)c1ncc[nH+]c1-c1ccncc1,16.8,"((5,), (0,))","((9,), (10,))",,H01bH,FC(F)(F)c1c[nH+]ccn1,Py0, [c]1ccncc1,Py0-H01bH-1, c2cnccc2c1[nH+]ccnc1C(F)(F)F,Py0-H01bH,16.8
2079,Arene_61,FC(F)(F)c1c[nH+]ccn1,Radical_9,[c]1ccncc1,Product-Ar61-R9-P2079,FC(F)(F)c1c[nH+]c(-c2ccncc2)cn1,FC(F)(F)c1c[nH+]ccn1.[c]1ccncc1>>FC(F)(F)c1c[nH+]c(-c2ccncc2)cn1,13.9,"((7,), (0,))","((7,), (8,))",,H01bH,FC(F)(F)c1c[nH+]ccn1,Py0, [c]1ccncc1,Py0-H01bH-3, c2cnccc2c1cnc(C(F)(F)F)c[nH+]1,Py0-H01bH,13.9
2080,Arene_61,FC(F)(F)c1c[nH+]ccn1,Radical_9,[c]1ccncc1,Product-Ar61-R9-P2080,FC(F)(F)c1c[nH+]cc(-c2ccncc2)n1,FC(F)(F)c1c[nH+]ccn1.[c]1ccncc1>>FC(F)(F)c1c[nH+]cc(-c2ccncc2)n1,9.4,"((8,), (0,))","((8,), (9,))",,H01bH,FC(F)(F)c1c[nH+]ccn1,Py0, [c]1ccncc1,Py0-H01bH-4, c2cnccc2c1c[nH+]cc(C(F)(F)F)n1,Py0-H01bH,9.4
2081,Arene_62,CC(C)(C)c1cncc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar62-R9-P2081,CC(C)(C)c1[nH+]ccnc1-c1ccncc1,CC(C)(C)c1cncc[nH+]1.[c]1ccncc1>>CC(C)(C)c1[nH+]ccnc1-c1ccncc1,12.1,"((5,), (0,))","((9,), (10,))",,H01tH,CC(C)(C)c1cncc[nH+]1,Py0, [c]1ccncc1,Py0-H01tH-1, CC(C)(C)c1[nH+]ccnc1c2ccncc2,Py0-H01tH,12.1
2082,Arene_62,CC(C)(C)c1cncc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar62-R9-P2082,CC(C)(C)c1cnc(-c2ccncc2)c[nH+]1,CC(C)(C)c1cncc[nH+]1.[c]1ccncc1>>CC(C)(C)c1cnc(-c2ccncc2)c[nH+]1,11.2,"((7,), (0,))","((7,), (8,))",,H01tH,CC(C)(C)c1cncc[nH+]1,Py0, [c]1ccncc1,Py0-H01tH-3, CC(C)(C)c1cnc(c2ccncc2)c[nH+]1,Py0-H01tH,11.2
2083,Arene_62,CC(C)(C)c1cncc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar62-R9-P2083,CC(C)(C)c1cncc(-c2ccncc2)[nH+]1,CC(C)(C)c1cncc[nH+]1.[c]1ccncc1>>CC(C)(C)c1cncc(-c2ccncc2)[nH+]1,9.9,"((8,), (0,))","((8,), (9,))",,H01tH,CC(C)(C)c1cncc[nH+]1,Py0, [c]1ccncc1,Py0-H01tH-4, CC(C)(C)c1cncc(c2ccncc2)[nH+]1,Py0-H01tH,9.9
2084,Arene_63,CC(C)(C)c1cnccn1,Radical_9,[c]1ccncc1,Product-Ar63-R9-P2084,CC(C)(C)c1nccnc1-c1ccncc1,CC(C)(C)c1cnccn1.[c]1ccncc1>>CC(C)(C)c1nccnc1-c1ccncc1,12.2,"((5,), (0,))","((9,), (10,))",,H01t,CC(C)(C)c1cnccn1,Py0, [c]1ccncc1,Py0-H01t-1, CC(C)(C)c1nccnc1c2ccncc2,Py0-H01t,12.2
2085,Arene_63,CC(C)(C)c1cnccn1,Radical_9,[c]1ccncc1,Product-Ar63-R9-P2085,CC(C)(C)c1cnc(-c2ccncc2)cn1,CC(C)(C)c1cnccn1.[c]1ccncc1>>CC(C)(C)c1cnc(-c2ccncc2)cn1,13.1,"((7,), (0,))","((7,), (8,))",,H01t,CC(C)(C)c1cnccn1,Py0, [c]1ccncc1,Py0-H01t-3, CC(C)(C)c1cnc(c2ccncc2)cn1,Py0-H01t,13.1
2086,Arene_63,CC(C)(C)c1cnccn1,Radical_9,[c]1ccncc1,Product-Ar63-R9-P2086,CC(C)(C)c1cncc(-c2ccncc2)n1,CC(C)(C)c1cnccn1.[c]1ccncc1>>CC(C)(C)c1cncc(-c2ccncc2)n1,12.6,"((8,), (0,))","((8,), (9,))",,H01t,CC(C)(C)c1cnccn1,Py0, [c]1ccncc1,Py0-H01t-4, CC(C)(C)c1cncc(c2ccncc2)n1,Py0-H01t,12.6
2087,Arene_64,FC(F)(F)c1[nH+]ccs1,Radical_9,[c]1ccncc1,Product-Ar64-R9-P2087,FC(F)(F)c1[nH+]c(-c2ccncc2)cs1,FC(F)(F)c1[nH+]ccs1.[c]1ccncc1>>FC(F)(F)c1[nH+]c(-c2ccncc2)cs1,13.6,"((6,), (0,))","((6,), (7,))",,HFa2b,FC(F)(F)c1[nH+]ccs1,Py0, [c]1ccncc1,Py0-HFa2b-4, c2cnccc2c1csc(C(F)(F)F)[nH+]1,Py0-HFa2b,13.6
2088,Arene_64,FC(F)(F)c1[nH+]ccs1,Radical_9,[c]1ccncc1,Product-Ar64-R9-P2088,FC(F)(F)c1[nH+]cc(-c2ccncc2)s1,FC(F)(F)c1[nH+]ccs1.[c]1ccncc1>>FC(F)(F)c1[nH+]cc(-c2ccncc2)s1,12.4,"((7,), (0,))","((7,), (8,))",,HFa2b,FC(F)(F)c1[nH+]ccs1,Py0, [c]1ccncc1,Py0-HFa2b-5, c2cnccc2c1c[nH+]c(C(F)(F)F)s1,Py0-HFa2b,12.4
2089,Arene_65,CC(C)(C)c1[nH+]ccs1,Radical_9,[c]1ccncc1,Product-Ar65-R9-P2089,CC(C)(C)c1[nH+]c(-c2ccncc2)cs1,CC(C)(C)c1[nH+]ccs1.[c]1ccncc1>>CC(C)(C)c1[nH+]c(-c2ccncc2)cs1,13.8,"((6,), (0,))","((6,), (7,))",,HFa2t,CC(C)(C)c1[nH+]ccs1,Py0, [c]1ccncc1,Py0-HFa2t-4, CC(C)(C)c1[nH+]c(c2ccncc2)cs1,Py0-HFa2t,13.8
2090,Arene_65,CC(C)(C)c1[nH+]ccs1,Radical_9,[c]1ccncc1,Product-Ar65-R9-P2090,CC(C)(C)c1[nH+]cc(-c2ccncc2)s1,CC(C)(C)c1[nH+]ccs1.[c]1ccncc1>>CC(C)(C)c1[nH+]cc(-c2ccncc2)s1,13.3,"((7,), (0,))","((7,), (8,))",,HFa2t,CC(C)(C)c1[nH+]ccs1,Py0, [c]1ccncc1,Py0-HFa2t-5, CC(C)(C)c1[nH+]cc(c2ccncc2)s1,Py0-HFa2t,13.3
2091,Arene_66,FC(F)(F)c1csc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar66-R9-P2091,FC(F)(F)c1csc(-c2ccncc2)[nH+]1,FC(F)(F)c1csc[nH+]1.[c]1ccncc1>>FC(F)(F)c1csc(-c2ccncc2)[nH+]1,8.6,"((7,), (0,))","((7,), (8,))",,HFa4b,FC(F)(F)c1csc[nH+]1,Py0, [c]1ccncc1,Py0-HFa4b-2, c2cnccc2c1[nH+]c(C(F)(F)F)cs1,Py0-HFa4b,8.6
2092,Arene_66,FC(F)(F)c1csc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar66-R9-P2092,FC(F)(F)c1[nH+]csc1-c1ccncc1,FC(F)(F)c1csc[nH+]1.[c]1ccncc1>>FC(F)(F)c1[nH+]csc1-c1ccncc1,12.6,"((5,), (0,))","((8,), (9,))",,HFa4b,FC(F)(F)c1csc[nH+]1,Py0, [c]1ccncc1,Py0-HFa4b-5, c2cnccc2c1sc[nH+]c1C(F)(F)F,Py0-HFa4b,12.6
2093,Arene_67,CC(C)(C)c1csc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar67-R9-P2093,CC(C)(C)c1csc(-c2ccncc2)[nH+]1,CC(C)(C)c1csc[nH+]1.[c]1ccncc1>>CC(C)(C)c1csc(-c2ccncc2)[nH+]1,9.6,"((7,), (0,))","((7,), (8,))",,HFa4t,CC(C)(C)c1csc[nH+]1,Py0, [c]1ccncc1,Py0-HFa4t-2, CC(C)(C)c1csc(c2ccncc2)[nH+]1,Py0-HFa4t,9.6
2094,Arene_67,CC(C)(C)c1csc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar67-R9-P2094,CC(C)(C)c1[nH+]csc1-c1ccncc1,CC(C)(C)c1csc[nH+]1.[c]1ccncc1>>CC(C)(C)c1[nH+]csc1-c1ccncc1,12.9,"((5,), (0,))","((8,), (9,))",,HFa4t,CC(C)(C)c1csc[nH+]1,Py0, [c]1ccncc1,Py0-HFa4t-5, CC(C)(C)c1[nH+]csc1c2ccncc2,Py0-HFa4t,12.9
2095,Arene_68,FC(F)(F)c1c[nH+]cs1,Radical_9,[c]1ccncc1,Product-Ar68-R9-P2095,FC(F)(F)c1c[nH+]c(-c2ccncc2)s1,FC(F)(F)c1c[nH+]cs1.[c]1ccncc1>>FC(F)(F)c1c[nH+]c(-c2ccncc2)s1,8.1,"((7,), (0,))","((7,), (8,))",,HFa5b,FC(F)(F)c1c[nH+]cs1,Py0, [c]1ccncc1,Py0-HFa5b-2, c2cnccc2c1[nH+]cc(C(F)(F)F)s1,Py0-HFa5b,8.1
2096,Arene_68,FC(F)(F)c1c[nH+]cs1,Radical_9,[c]1ccncc1,Product-Ar68-R9-P2096,FC(F)(F)c1sc[nH+]c1-c1ccncc1,FC(F)(F)c1c[nH+]cs1.[c]1ccncc1>>FC(F)(F)c1sc[nH+]c1-c1ccncc1,12.1,"((5,), (0,))","((8,), (9,))",,HFa5b,FC(F)(F)c1c[nH+]cs1,Py0, [c]1ccncc1,Py0-HFa5b-4, c2cnccc2c1[nH+]csc1C(F)(F)F,Py0-HFa5b,12.1
2097,Arene_69,CC(C)(C)c1c[nH+]cs1,Radical_9,[c]1ccncc1,Product-Ar69-R9-P2097,CC(C)(C)c1c[nH+]c(-c2ccncc2)s1,CC(C)(C)c1c[nH+]cs1.[c]1ccncc1>>CC(C)(C)c1c[nH+]c(-c2ccncc2)s1,9.3,"((7,), (0,))","((7,), (8,))",,HFa5t,CC(C)(C)c1c[nH+]cs1,Py0, [c]1ccncc1,Py0-HFa5t-2, CC(C)(C)c1c[nH+]c(c2ccncc2)s1,Py0-HFa5t,9.3
2098,Arene_69,CC(C)(C)c1c[nH+]cs1,Radical_9,[c]1ccncc1,Product-Ar69-R9-P2098,CC(C)(C)c1sc[nH+]c1-c1ccncc1,CC(C)(C)c1c[nH+]cs1.[c]1ccncc1>>CC(C)(C)c1sc[nH+]c1-c1ccncc1,13.7,"((5,), (0,))","((8,), (9,))",,HFa5t,CC(C)(C)c1c[nH+]cs1,Py0, [c]1ccncc1,Py0-HFa5t-4, CC(C)(C)c1sc[nH+]c1c2ccncc2,Py0-HFa5t,13.7
2099,Arene_70,FC(F)(F)c1ccs[nH+]1,Radical_9,[c]1ccncc1,Product-Ar70-R9-P2099,FC(F)(F)c1[nH+]scc1-c1ccncc1,FC(F)(F)c1ccs[nH+]1.[c]1ccncc1>>FC(F)(F)c1[nH+]scc1-c1ccncc1,15.1,"((5,), (0,))","((8,), (9,))",,HFb3b,FC(F)(F)c1ccs[nH+]1,Py0, [c]1ccncc1,Py0-HFb3b-4, c2cnccc2c1cs[nH+]c1C(F)(F)F,Py0-HFb3b,15.1
2100,Arene_70,FC(F)(F)c1ccs[nH+]1,Radical_9,[c]1ccncc1,Product-Ar70-R9-P2100,FC(F)(F)c1cc(-c2ccncc2)s[nH+]1,FC(F)(F)c1ccs[nH+]1.[c]1ccncc1>>FC(F)(F)c1cc(-c2ccncc2)s[nH+]1,8.7,"((6,), (0,))","((6,), (7,))",,HFb3b,FC(F)(F)c1ccs[nH+]1,Py0, [c]1ccncc1,Py0-HFb3b-5, c2cnccc2c1cc(C(F)(F)F)[nH+]s1,Py0-HFb3b,8.7
2101,Arene_71,CC(C)(C)c1ccs[nH+]1,Radical_9,[c]1ccncc1,Product-Ar71-R9-P2101,CC(C)(C)c1[nH+]scc1-c1ccncc1,CC(C)(C)c1ccs[nH+]1.[c]1ccncc1>>CC(C)(C)c1[nH+]scc1-c1ccncc1,15.5,"((5,), (0,))","((8,), (9,))",,HFb3t,CC(C)(C)c1ccs[nH+]1,Py0, [c]1ccncc1,Py0-HFb3t-4, CC(C)(C)c1[nH+]scc1c2ccncc2,Py0-HFb3t,15.5
2102,Arene_71,CC(C)(C)c1ccs[nH+]1,Radical_9,[c]1ccncc1,Product-Ar71-R9-P2102,CC(C)(C)c1cc(-c2ccncc2)s[nH+]1,CC(C)(C)c1ccs[nH+]1.[c]1ccncc1>>CC(C)(C)c1cc(-c2ccncc2)s[nH+]1,11.8,"((6,), (0,))","((6,), (7,))",,HFb3t,CC(C)(C)c1ccs[nH+]1,Py0, [c]1ccncc1,Py0-HFb3t-5, CC(C)(C)c1cc(c2ccncc2)s[nH+]1,Py0-HFb3t,11.8
2103,Arene_72,FC(F)(F)c1c[nH+]sc1,Radical_9,[c]1ccncc1,Product-Ar72-R9-P2103,FC(F)(F)c1cs[nH+]c1-c1ccncc1,FC(F)(F)c1c[nH+]sc1.[c]1ccncc1>>FC(F)(F)c1cs[nH+]c1-c1ccncc1,8,"((5,), (0,))","((8,), (9,))",,HFb4b,FC(F)(F)c1c[nH+]sc1,Py0, [c]1ccncc1,Py0-HFb4b-3, c2cnccc2c1[nH+]scc1C(F)(F)F,Py0-HFb4b,8
2104,Arene_72,FC(F)(F)c1c[nH+]sc1,Radical_9,[c]1ccncc1,Product-Ar72-R9-P2104,FC(F)(F)c1c[nH+]sc1-c1ccncc1,FC(F)(F)c1c[nH+]sc1.[c]1ccncc1>>FC(F)(F)c1c[nH+]sc1-c1ccncc1,9,"((8,), (0,))","((8,), (9,))",,HFb4b,FC(F)(F)c1c[nH+]sc1,Py0, [c]1ccncc1,Py0-HFb4b-5, c2cnccc2c1s[nH+]cc1C(F)(F)F,Py0-HFb4b,9
2105,Arene_73,CC(C)(C)c1c[nH+]sc1,Radical_9,[c]1ccncc1,Product-Ar73-R9-P2105,CC(C)(C)c1cs[nH+]c1-c1ccncc1,CC(C)(C)c1c[nH+]sc1.[c]1ccncc1>>CC(C)(C)c1cs[nH+]c1-c1ccncc1,9.8,"((5,), (0,))","((8,), (9,))",,HFb4t,CC(C)(C)c1c[nH+]sc1,Py0, [c]1ccncc1,Py0-HFb4t-3, CC(C)(C)c1cs[nH+]c1c2ccncc2,Py0-HFb4t,9.8
2106,Arene_73,CC(C)(C)c1c[nH+]sc1,Radical_9,[c]1ccncc1,Product-Ar73-R9-P2106,CC(C)(C)c1c[nH+]sc1-c1ccncc1,CC(C)(C)c1c[nH+]sc1.[c]1ccncc1>>CC(C)(C)c1c[nH+]sc1-c1ccncc1,10.4,"((8,), (0,))","((8,), (9,))",,HFb4t,CC(C)(C)c1c[nH+]sc1,Py0, [c]1ccncc1,Py0-HFb4t-5, CC(C)(C)c1c[nH+]sc1c2ccncc2,Py0-HFb4t,10.4
2107,Arene_74,FC(F)(F)c1cc[nH+]s1,Radical_9,[c]1ccncc1,Product-Ar74-R9-P2107,FC(F)(F)c1cc(-c2ccncc2)[nH+]s1,FC(F)(F)c1cc[nH+]s1.[c]1ccncc1>>FC(F)(F)c1cc(-c2ccncc2)[nH+]s1,7.9,"((6,), (0,))","((6,), (7,))",,HFb5b,FC(F)(F)c1cc[nH+]s1,Py0, [c]1ccncc1,Py0-HFb5b-3, c2cnccc2c1cc(C(F)(F)F)s[nH+]1,Py0-HFb5b,7.9
2108,Arene_74,FC(F)(F)c1cc[nH+]s1,Radical_9,[c]1ccncc1,Product-Ar74-R9-P2108,FC(F)(F)c1s[nH+]cc1-c1ccncc1,FC(F)(F)c1cc[nH+]s1.[c]1ccncc1>>FC(F)(F)c1s[nH+]cc1-c1ccncc1,12.1,"((5,), (0,))","((8,), (9,))",,HFb5b,FC(F)(F)c1cc[nH+]s1,Py0, [c]1ccncc1,Py0-HFb5b-4, c2cnccc2c1c[nH+]sc1C(F)(F)F,Py0-HFb5b,12.1
2109,Arene_75,CC(C)(C)c1cc[nH+]s1,Radical_9,[c]1ccncc1,Product-Ar75-R9-P2109,CC(C)(C)c1cc(-c2ccncc2)[nH+]s1,CC(C)(C)c1cc[nH+]s1.[c]1ccncc1>>CC(C)(C)c1cc(-c2ccncc2)[nH+]s1,11,"((6,), (0,))","((6,), (7,))",,HFb5t,CC(C)(C)c1cc[nH+]s1,Py0, [c]1ccncc1,Py0-HFb5t-3, CC(C)(C)c1cc(c2ccncc2)[nH+]s1,Py0-HFb5t,11
2110,Arene_75,CC(C)(C)c1cc[nH+]s1,Radical_9,[c]1ccncc1,Product-Ar75-R9-P2110,CC(C)(C)c1s[nH+]cc1-c1ccncc1,CC(C)(C)c1cc[nH+]s1.[c]1ccncc1>>CC(C)(C)c1s[nH+]cc1-c1ccncc1,15.8,"((5,), (0,))","((8,), (9,))",,HFb5t,CC(C)(C)c1cc[nH+]s1,Py0, [c]1ccncc1,Py0-HFb5t-4, CC(C)(C)c1s[nH+]cc1c2ccncc2,Py0-HFb5t,15.8
2111,Arene_76,FC(F)(F)c1[nH+]cco1,Radical_9,[c]1ccncc1,Product-Ar76-R9-P2111,FC(F)(F)c1[nH+]c(-c2ccncc2)co1,FC(F)(F)c1[nH+]cco1.[c]1ccncc1>>FC(F)(F)c1[nH+]c(-c2ccncc2)co1,13.9,"((6,), (0,))","((6,), (7,))",,HFc2b,FC(F)(F)c1[nH+]cco1,Py0, [c]1ccncc1,Py0-HFc2b-4, c2cnccc2c1coc(C(F)(F)F)[nH+]1,Py0-HFc2b,13.9
2112,Arene_76,FC(F)(F)c1[nH+]cco1,Radical_9,[c]1ccncc1,Product-Ar76-R9-P2112,FC(F)(F)c1[nH+]cc(-c2ccncc2)o1,FC(F)(F)c1[nH+]cco1.[c]1ccncc1>>FC(F)(F)c1[nH+]cc(-c2ccncc2)o1,10.3,"((7,), (0,))","((7,), (8,))",,HFc2b,FC(F)(F)c1[nH+]cco1,Py0, [c]1ccncc1,Py0-HFc2b-5, c2cnccc2c1c[nH+]c(C(F)(F)F)o1,Py0-HFc2b,10.3
2113,Arene_77,CC(C)(C)c1[nH+]cco1,Radical_9,[c]1ccncc1,Product-Ar77-R9-P2113,CC(C)(C)c1[nH+]c(-c2ccncc2)co1,CC(C)(C)c1[nH+]cco1.[c]1ccncc1>>CC(C)(C)c1[nH+]c(-c2ccncc2)co1,14.1,"((6,), (0,))","((6,), (7,))",,HFc2t,CC(C)(C)c1[nH+]cco1,Py0, [c]1ccncc1,Py0-HFc2t-4, CC(C)(C)c1[nH+]c(c2ccncc2)co1,Py0-HFc2t,14.1
2114,Arene_78,FC(F)(F)c1coc[nH+]1,Radical_9,[c]1ccncc1,Product-Ar78-R9-P2114,FC(F)(F)c1coc(-c2ccncc2)[nH+]1,FC(F)(F)c1coc[nH+]1.[c]1ccncc1>>FC(F)(F)c1coc(-c2ccncc2)[nH+]1,5.1,"((7,), (0,))","((7,), (8,))",,HFc4b,FC(F)(F)c1coc[nH+]1,Py0, [c]1ccncc1,Py0-HFc4b-2, c2cnccc2c1[nH+]c(C(F)(F)F)co1,Py0-HFc4b,5.1
